accession	strain	virus	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url	genbank_accession_rev	updated	ambiguous_strain_names	notes
KY241730	ZIKV_SG_060	zika	2016-08-27	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241730	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241730.1	2017-05-23	"ZIKV_SG_060,SG_060"	
KY241731	ZIKV_SG_061	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241731	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241731.1	2017-05-23	"SG_061,ZIKV_SG_061"	
KY241732	ZIKV_SG_062	zika	2016-08-27	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241732	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241732.1	2017-05-23	"ZIKV_SG_062,SG_062"	
KY241733	ZIKV_SG_063	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241733	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241733.1	2017-05-23	"SG_063,ZIKV_SG_063"	
KY241734	ZIKV_SG_064	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241734	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241734.1	2017-05-23	"SG_064,ZIKV_SG_064"	
KY241735	ZIKV_SG_065	zika	2016-08-27	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241735	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241735.1	2017-05-23	"SG_065,ZIKV_SG_065"	
KY241736	ZIKV_SG_066	zika	2016-08-29	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241736	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241736.1	2017-05-23	"ZIKV_SG_066,SG_066"	
KY241737	ZIKV_SG_067	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241737	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241737.1	2017-05-23	"SG_067,ZIKV_SG_067"	
KY241738	ZIKV_SG_068	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241738	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241738.1	2017-05-23	"SG_068,ZIKV_SG_068"	
KY241739	ZIKV_SG_069	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241739	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241739.1	2017-05-23	"ZIKV_SG_069,SG_069"	
KY241740	ZIKV_SG_070	zika	2016-08-29	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241740	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241740.1	2017-05-23	"ZIKV_SG_070,SG_070"	
KY241741	ZIKV_SG_071	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241741	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241741.1	2017-05-23	"SG_071,ZIKV_SG_071"	
KY241742	ZIKV_SG_072	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241742	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241742.1	2017-05-23	"ZIKV_SG_072,SG_072"	
KY241743	ZIKV_SG_073	zika	2016-08-26	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241743	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241743.1	2017-05-23	"ZIKV_SG_073,SG_073"	
KY241744	ZIKV_SG_074	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241744	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241744.1	2017-05-23	"ZIKV_SG_074,SG_074"	
KY241745	ZIKV_SG_075	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241745	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241745.1	2017-05-23	"SG_075,ZIKV_SG_075"	
KY241746	ZIKV_SG_076	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241746	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241746.1	2017-05-23	"ZIKV_SG_076,SG_076"	
KY241747	ZIKV_SG_077	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241747	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241747.1	2017-05-23	"SG_077,ZIKV_SG_077"	
KY241748	ZIKV_SG_078	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241748	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241748.1	2017-05-23	"ZIKV_SG_078,SG_078"	
KY241749	ZIKV_SG_079	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241749	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241749.1	2017-05-23	"SG_079,ZIKV_SG_079"	
KY241750	ZIKV_SG_080	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241750	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241750.1	2017-05-23	"SG_080,ZIKV_SG_080"	
KY241751	ZIKV_SG_081	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241751	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241751.1	2017-05-23	"SG_081,ZIKV_SG_081"	
KY241752	ZIKV_SG_082	zika	2016-08-28	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241752	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241752.1	2017-05-23	"ZIKV_SG_082,SG_082"	
KY241753	ZIKV_SG_083	zika	2016-08-26	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241753	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241753.1	2017-05-23	"SG_083,ZIKV_SG_083"	
KY241754	ZIKV_SG_084	zika	2016-09-07	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241754	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241754.1	2017-05-23	"ZIKV_SG_084,SG_084"	
KY241755	ZIKV_SG_085	zika	2016-08-31	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241755	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241755.1	2017-05-23	"ZIKV_SG_085,SG_085"	
KY241756	ZIKV_SG_086	zika	2016-09-05	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241756	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241756.1	2017-05-23	"SG_086,ZIKV_SG_086"	
KY241757	ZIKV_SG_087	zika	2016-09-12	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241757	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241757.1	2017-05-23	"SG_087,ZIKV_SG_087"	
KY241758	ZIKV_SG_088	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241758	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241758.1	2017-05-23	"ZIKV_SG_088,SG_088"	
KY241759	ZIKV_SG_089	zika	2016-09-02	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241759	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241759.1	2017-05-23	"SG_089,ZIKV_SG_089"	
KY241760	ZIKV_SG_090	zika	2016-09-13	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241760	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241760.1	2017-05-23	"SG_090,ZIKV_SG_090"	
KY241761	ZIKV_SG_091	zika	2016-09-03	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241761	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241761.1	2017-05-23	"SG_091,ZIKV_SG_091"	
KY241762	ZIKV_SG_092	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241762	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241762.1	2017-05-23	"SG_092,ZIKV_SG_092"	
KY241763	ZIKV_SG_093	zika	2016-09-02	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241763	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241763.1	2017-05-23	"ZIKV_SG_093,SG_093"	
KY241764	ZIKV_SG_094	zika	2016-08-31	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241764	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241764.1	2017-05-23	"ZIKV_SG_094,SG_094"	
KY241765	ZIKV_SG_095	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241765	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241765.1	2017-05-23	"ZIKV_SG_095,SG_095"	
KY241766	ZIKV_SG_096	zika	2016-09-15	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241766	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241766.1	2017-05-23	"SG_096,ZIKV_SG_096"	
KY241767	ZIKV_SG_097	zika	2016-09-07	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241767	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241767.1	2017-05-23	"ZIKV_SG_097,SG_097"	
KY241768	ZIKV_SG_098	zika	2016-08-31	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241768	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241768.1	2017-05-23	"ZIKV_SG_098,SG_098"	
KY241769	ZIKV_SG_099	zika	2016-09-10	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241769	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241769.1	2017-05-23	"SG_099,ZIKV_SG_099"	
KY241770	ZIKV_SG_100	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241770	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241770.1	2017-05-23	"SG_100,ZIKV_SG_100"	
KY241771	ZIKV_SG_101	zika	2016-09-02	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241771	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241771.1	2017-05-23	"ZIKV_SG_101,SG_101"	
KY241772	ZIKV_SG_102	zika	2016-08-30	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241772	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241772.1	2017-05-23	"SG_102,ZIKV_SG_102"	
KY241773	ZIKV_SG_103	zika	2016-09-07	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241773	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241773.1	2017-05-23	"SG_103,ZIKV_SG_103"	
KY241774	ZIKV_SG_104	zika	2016-09-05	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241774	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241774.1	2017-05-23	"ZIKV_SG_104,SG_104"	
KY241775	ZIKV_SG_105	zika	2016-09-05	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241775	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241775.1	2017-05-23	"SG_105,ZIKV_SG_105"	
KY241776	ZIKV_SG_106	zika	2016-09-05	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241776	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241776.1	2017-05-23	"ZIKV_SG_106,SG_106"	
KY241777	ZIKV_SG_107	zika	2016-09-06	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241777	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241777.1	2017-05-23	"SG_107,ZIKV_SG_107"	
KY241778	ZIKV_SG_108	zika	2016-09-06	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241778	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241778.1	2017-05-23	"SG_108,ZIKV_SG_108"	
KY241779	ZIKV_SG_109	zika	2016-09-06	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241779	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241779.1	2017-05-23	"ZIKV_SG_109,SG_109"	
KY241780	ZIKV_SG_110	zika	2016-09-06	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241780	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241780.1	2017-05-23	"SG_110,ZIKV_SG_110"	
KY241781	ZIKV_SG_111	zika	2016-09-06	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241781	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241781.1	2017-05-23	"SG_111,ZIKV_SG_111"	
KY241782	ZIKV_SG_112	zika	2016-09-07	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241782	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241782.1	2017-05-23	"ZIKV_SG_112,SG_112"	
KY241783	ZIKV_SG_113	zika	2016-09-07	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241783	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241783.1	2017-05-23	"SG_113,ZIKV_SG_113"	
KY241784	ZIKV_SG_114	zika	2016-09-08	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241784	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241784.1	2017-05-23	"ZIKV_SG_114,SG_114"	
KY241785	ZIKV_SG_115	zika	2016-09-05	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241785	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241785.1	2017-05-23	"SG_115,ZIKV_SG_115"	
KY241786	ZIKV_SG_116	zika	2016-09-06	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241786	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241786.1	2017-05-23	"ZIKV_SG_116,SG_116"	
KY241787	ZIKV_SG_117	zika	2016-09-07	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241787	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241787.1	2017-05-23	"SG_117,ZIKV_SG_117"	
KY241788	ZIKV_SG_118	zika	2016-05-13	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241788	" and clinical analysis, virological,Outbreak of Zika virus infection in Singapore: an epidemiological, entomological"	Lancet Infect Dis (2017) In press		KY241788.1	2017-05-23	"SG_118,ZIKV_SG_118"	
KY558995	ZIKV/Homo_sapiens/Brazil/2015/ZBRC301	zika	2015-05-13	South America	Brazil	Pernambuco	Paulista	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558995	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558995.1	2017-05-23	"Brazil/2015/ZBRC301,ZIKV/Homo_sapiens/Brazil/2015/ZBRC301"	
KY558996	ZIKV/Homo_sapiens/Brazil/2015/ZBRC302	zika	2015-05-13	South America	Brazil	Pernambuco	Paulista	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558996	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558996.1	2017-05-23	"Brazil/2015/ZBRC302,ZIKV/Homo_sapiens/Brazil/2015/ZBRC302"	
KY558997	ZIKV/Homo_sapiens/Brazil/2015/ZBRC303	zika	2015-05-14	South America	Brazil	Pernambuco	Olinda	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558997	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558997.1	2017-05-23	"Brazil/2015/ZBRC303,ZIKV/Homo_sapiens/Brazil/2015/ZBRC303"	
KY558998	ZIKV/Homo_sapiens/Brazil/2015/ZBRC313	zika	2015-06-15	South America	Brazil	Pernambuco	Paulista	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558998	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558998.1	2017-05-23	"Brazil/2015/ZBRC313,ZIKV/Homo_sapiens/Brazil/2015/ZBRC313"	
KY559000	ZIKV/Homo_sapiens/Brazil/2015/ZBRC321	zika	2015-08-09	South America	Brazil	Pernambuco	Paulista	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559000	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559000.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2015/ZBRC321,Brazil/2015/ZBRC321"	
KY559001	ZIKV/Homo_sapiens/Brazil/2015/ZBRD103	zika	2015-08-20	South America	Brazil	Alagoas	Murici	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559001	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559001.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2015/ZBRD103,Brazil/2015/ZBRD103"	
KY559002	ZIKV/Homo_sapiens/Brazil/2015/ZBRD107	zika	2015-09-09	South America	Brazil	Alagoas	Maceio	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559002	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559002.1	2017-05-23	"Brazil/2015/ZBRD107,ZIKV/Homo_sapiens/Brazil/2015/ZBRD107"	
KY559003	ZIKV/Homo_sapiens/Brazil/2015/ZBRD116	zika	2015-08-28	South America	Brazil	Alagoas	Arapiraca	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559003	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559003.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2015/ZBRD116,Brazil/2015/ZBRD116"	
KY558990	ZIKV/Homo_sapiens/Brazil/2016/ZBRC14	zika	2016-01-15	South America	Brazil	Pernambuco	Recife	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558990	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558990.1	2017-05-23	"Brazil/2016/ZBRC14,ZIKV/Homo_sapiens/Brazil/2016/ZBRC14"	
KY558991	ZIKV/Homo_sapiens/Brazil/2016/ZBRC16	zika	2016-01-19	South America	Brazil	Pernambuco	Garanhuns	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558991	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558991.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRC16,Brazil/2016/ZBRC16"	
KY558992	ZIKV/Homo_sapiens/Brazil/2016/ZBRC18	zika	2016-01-06	South America	Brazil	Pernambuco	Caetes	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558992	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558992.1	2017-05-23	"Brazil/2016/ZBRC18,ZIKV/Homo_sapiens/Brazil/2016/ZBRC18"	
KY558993	ZIKV/Homo_sapiens/Brazil/2016/ZBRC25	zika	2016-01-18	South America	Brazil	Pernambuco	Sanharo	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558993	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558993.1	2017-05-23	"Brazil/2016/ZBRC25,ZIKV/Homo_sapiens/Brazil/2016/ZBRC25"	
KY558994	ZIKV/Homo_sapiens/Brazil/2016/ZBRC28	zika	2016-01-18	South America	Brazil	Pernambuco	Limoeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558994	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558994.1	2017-05-23	"Brazil/2016/ZBRC28,ZIKV/Homo_sapiens/Brazil/2016/ZBRC28"	
KY558999	ZIKV/Homo_sapiens/Brazil/2016/ZBRC319	zika	2016-07-10	South America	Brazil	Pernambuco	Olinda	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY558999	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY558999.1	2017-05-23	"Brazil/2016/ZBRC319,ZIKV/Homo_sapiens/Brazil/2016/ZBRC319"	
